"TAZ","TOTHH","TOTPOP","hh_size_1","hh_size_2","hh_size_3","hh_size_4_plus","hh_wrks_0","hh_wrks_1","hh_wrks_2","hh_wrks_3_plus","hh_kids_no","hh_kids_yes","HHINCQ1","HHINCQ2","HHINCQ3","HHINCQ4","AGE0004","AGE0519","AGE2044","AGE4564","AGE65P","gq_tot_pop","gq_type_univ","gq_type_mil","gq_type_othnon"
238,1118,4113,142,259,228,489,92,469,344,213,575,543,305,350,241,222,519,582,1658,982,372,0,0,0,0
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,1802,4719,482,546,352,422,331,662,595,214,1217,585,437,511,525,329,271,696,1738,1322,692,1,0,0,1
241,1338,3739,296,415,235,392,467,310,411,150,941,397,304,221,238,575,156,681,971,987,944,15,0,0,15
242,974,2994,180,268,164,362,234,336,270,134,634,340,144,192,203,435,67,622,871,840,594,0,0,0,0
243,995,2726,184,351,219,241,284,288,297,126,707,288,149,200,205,441,109,408,656,911,642,14,0,0,14
244,1871,4930,436,568,464,403,478,648,612,133,1288,583,380,448,338,705,205,781,1495,1619,830,4,0,0,4
245,1257,3399,224,489,289,255,372,416,387,82,861,396,240,247,252,518,215,497,854,1020,813,25,0,0,25
246,2814,8024,464,948,709,693,512,1077,1044,181,1601,1213,509,375,452,1478,502,1658,2025,2248,1591,61,0,0,61
247,1256,3710,199,396,224,437,312,411,470,63,651,605,172,205,169,710,331,889,899,1046,545,12,0,0,12
248,1346,3168,516,325,214,291,286,565,441,54,916,430,232,343,307,464,254,512,1242,796,364,0,0,0,0
249,2382,5869,827,650,377,528,405,1029,767,181,1624,758,424,740,498,720,325,1123,2100,1823,498,5,0,0,5
250,1803,4548,468,695,224,416,430,665,662,46,1208,595,368,301,408,726,302,805,1382,1382,677,67,0,0,67
251,2678,5511,1111,944,293,330,232,1732,599,115,2110,568,526,677,686,789,186,783,2348,1477,717,9,0,0,9
252,1905,5971,163,740,356,646,596,676,533,100,1138,767,209,160,289,1247,292,1356,1038,1900,1385,0,0,0,0
253,976,2702,159,357,203,257,243,358,308,67,649,327,69,139,135,633,48,627,654,791,582,0,0,0,0
254,1793,5517,196,692,273,632,396,776,489,132,1062,731,151,111,292,1239,232,1275,1060,1802,1148,0,0,0,0
255,1221,3395,237,349,319,316,318,383,444,76,703,518,138,110,145,828,274,670,821,968,662,3,0,0,3
256,2547,5137,1142,655,502,248,786,890,785,86,1897,650,582,526,496,943,442,552,1884,1149,1110,41,0,0,41
257,1750,4155,699,547,198,306,585,596,474,95,1356,394,503,419,379,449,178,645,1399,910,1023,70,0,0,70
258,2466,5432,923,823,432,288,466,1046,856,98,1880,586,607,694,590,575,467,494,2461,1290,720,155,0,0,155
259,2286,5633,855,665,379,387,575,924,670,117,1706,580,693,706,431,456,368,1068,2047,1539,611,13,0,0,13
260,2478,8606,657,520,395,906,332,913,694,539,1507,971,729,902,518,329,722,1751,3591,1602,940,128,0,0,128
261,1354,4821,244,410,189,511,133,538,457,226,879,475,334,494,243,283,449,795,2129,985,463,13,0,0,13
262,1205,4154,328,319,210,348,178,472,239,316,809,396,245,293,435,232,241,877,1667,982,387,96,0,0,96
263,910,3147,112,236,249,313,118,270,395,127,552,358,109,261,241,299,175,501,1070,934,467,83,0,0,83
264,1035,3480,170,266,199,400,207,290,354,184,641,394,168,319,217,331,252,550,1098,966,614,76,0,0,76
265,1642,3021,806,587,130,119,387,772,417,66,1440,202,280,357,492,513,116,301,1037,910,657,0,0,0,0
266,2960,7190,778,1119,547,516,563,1412,804,181,2018,942,595,481,676,1208,538,1040,3121,1477,1014,0,0,0,0
267,1403,4008,315,405,232,451,278,495,486,144,966,437,134,147,339,783,119,774,1294,1073,748,33,0,0,33
268,1411,3793,293,501,252,365,267,606,434,104,945,466,185,384,319,523,245,677,1187,1008,676,0,0,0,0
269,1666,4595,283,612,360,411,254,676,603,133,1037,629,188,202,431,845,304,701,1794,1203,593,11,0,0,11
270,1353,3196,337,526,288,202,311,564,426,52,904,449,240,209,356,548,212,478,1351,775,380,0,0,0,0
271,1354,3538,290,492,303,269,320,478,520,36,893,461,166,206,271,711,207,629,957,1006,739,0,0,0,0
272,1033,2931,206,318,198,311,236,366,365,66,653,380,144,203,201,485,148,565,769,836,613,2,0,0,2
273,1477,3790,340,548,216,373,260,617,536,64,1001,476,144,259,385,689,254,628,1070,1347,491,5,0,0,5
274,2193,6015,550,733,464,446,234,850,784,325,1608,585,321,612,575,685,407,753,3030,1263,562,0,0,0,0
275,1800,4653,485,605,346,364,244,815,627,114,1189,611,375,444,415,566,453,750,2016,946,488,9,0,0,9
276,1216,2856,309,568,161,178,191,532,393,100,979,237,177,288,371,380,125,318,1280,705,428,3,0,0,3
277,1649,4919,374,469,328,478,241,743,456,209,1000,649,210,406,355,678,358,901,1554,1485,621,57,0,0,57
278,1754,4582,403,627,347,377,209,794,682,69,1077,677,282,406,544,522,389,776,2052,967,398,9,0,0,9
279,1265,3630,296,385,274,310,165,514,492,94,755,510,275,263,307,420,340,678,1285,788,539,38,0,0,38
280,1360,3525,408,338,276,338,203,572,536,49,880,480,309,223,256,572,222,645,1204,978,476,13,0,0,13
281,1846,4602,653,533,285,375,449,735,482,180,1343,503,609,302,345,590,316,722,1479,1262,823,87,0,0,87
282,996,2498,273,330,168,225,221,434,296,45,706,290,88,185,268,455,161,384,643,723,587,0,0,0,0
283,1343,3697,223,502,232,386,323,426,510,84,912,431,191,286,265,601,163,657,1003,1182,692,44,0,0,44
284,1859,4566,651,498,409,301,420,593,664,182,1389,470,446,482,477,454,282,599,1913,967,805,47,0,0,47
285,1059,3056,128,449,202,280,290,313,355,101,627,432,175,208,137,539,255,604,827,845,525,0,0,0,0
286,2525,6922,650,762,425,688,488,1044,941,52,1624,901,426,429,535,1135,510,1273,2223,1725,1191,365,312,0,53
287,959,2447,259,355,121,224,219,406,315,19,602,357,225,181,212,341,129,467,650,648,553,20,17,0,3
288,2948,6804,1056,926,440,526,648,1361,852,87,2198,750,692,607,644,1005,215,1406,2267,1788,1128,0,0,0,0
289,2100,6108,324,741,434,601,470,624,875,131,1424,676,221,224,362,1293,322,1024,1645,1989,1128,0,0,0,0
290,1422,3522,310,593,268,251,343,520,488,71,1030,392,201,282,294,645,221,526,1076,972,727,0,0,0,0
291,1246,3312,256,440,206,344,262,365,529,90,859,387,160,189,313,584,165,557,1011,979,600,7,0,0,7
292,893,2407,173,352,162,206,224,268,294,107,663,230,74,128,209,482,126,548,540,674,519,9,0,0,9
293,2285,6697,397,883,383,622,620,714,727,224,1535,750,316,614,364,991,345,1482,1531,2122,1217,12,0,0,12
294,2283,6723,460,958,237,628,308,948,813,214,1703,580,214,423,580,1066,396,1183,1714,2623,807,14,0,0,14
295,1593,4881,278,585,305,425,351,477,540,225,1060,533,268,361,510,454,363,821,1445,1544,708,22,0,0,22
296,3650,9274,955,1470,564,661,978,1072,1182,418,2755,895,900,776,536,1438,389,1477,2540,2648,2220,67,0,0,67
297,1440,3882,464,533,141,302,361,571,403,105,1137,303,495,238,305,402,78,635,1075,1319,775,131,0,0,131
298,2608,6906,425,1191,405,587,830,741,985,52,1779,829,341,301,301,1665,267,1545,897,2291,1906,15,0,0,15
299,1125,3121,209,419,170,327,233,416,368,108,762,363,134,104,190,697,108,611,603,1170,629,0,0,0,0
300,969,2898,87,455,117,310,264,347,297,61,653,316,116,110,90,653,93,624,456,1002,723,0,0,0,0
301,2285,6312,550,674,341,720,438,857,706,284,1497,788,312,328,419,1226,474,1204,1770,1858,1006,41,0,0,41
302,1612,4601,248,666,272,426,360,524,585,143,1107,505,152,217,277,966,281,850,1022,1622,826,26,0,0,26
303,1698,4739,368,524,317,489,321,602,540,235,1146,552,274,342,388,694,409,631,1421,1420,858,22,0,0,22
304,2006,5175,416,852,337,401,351,876,705,74,1382,624,192,235,511,1068,282,919,1383,1620,971,107,0,0,107
305,732,1988,162,235,153,182,202,239,236,55,483,249,122,125,121,364,122,362,482,640,382,3,0,0,3
306,1273,3414,248,473,244,308,172,583,415,103,830,443,116,167,178,812,209,676,970,1041,518,5,0,0,5
307,1723,4917,208,653,356,506,278,714,611,120,1041,682,170,228,230,1095,284,1073,1137,1676,747,2,0,0,2
308,1570,4521,309,410,347,504,310,566,613,81,855,715,229,221,248,872,316,1077,1199,1317,612,26,0,0,26
309,3425,8147,1007,1257,580,581,739,1279,1293,114,2427,998,678,795,661,1291,541,1249,2823,2221,1313,35,0,0,35
310,645,1806,206,163,108,168,67,267,231,80,413,232,140,129,149,227,123,355,670,522,136,8,0,0,8
311,1947,4723,600,640,349,358,338,925,612,72,1374,573,254,397,436,860,374,674,1457,1443,775,17,0,0,17
312,3357,8442,946,918,847,646,401,1534,1319,103,2078,1279,335,534,540,1948,471,1626,2839,2352,1154,2,0,0,2
313,1004,2841,334,228,169,273,196,382,339,87,662,342,341,311,149,203,187,489,1019,884,262,88,0,0,88
314,1576,5745,349,368,237,622,335,483,419,339,977,599,691,386,316,183,478,1262,2327,1112,566,23,0,0,23
315,1397,3237,544,444,194,215,304,595,386,112,1112,285,583,289,190,335,202,448,1326,830,431,7,0,0,7
316,857,2245,238,252,164,203,107,411,271,68,539,318,219,254,222,162,155,468,773,625,224,0,0,0,0
317,2357,5603,776,798,368,415,361,1024,806,166,1862,495,581,533,459,784,328,738,2219,1632,686,36,0,0,36
318,989,2859,206,265,161,357,232,309,390,58,547,442,115,194,187,493,248,640,689,886,396,1,0,0,1
319,1170,3369,229,358,232,351,224,346,444,156,786,384,144,158,193,675,205,565,995,981,623,8,0,0,8
320,2238,6151,602,664,447,525,359,895,744,240,1565,673,323,598,556,761,542,829,2235,1672,873,24,0,0,24
321,1020,2762,240,343,163,274,289,234,421,76,687,333,141,192,177,510,147,519,881,877,338,27,0,0,27
322,1963,5297,508,665,277,513,420,706,678,159,1386,577,295,410,409,849,406,886,1535,1516,954,11,0,0,11
323,2117,5541,520,769,413,415,448,641,836,192,1544,573,436,592,500,589,130,854,2375,1472,710,35,0,0,35
324,1600,4724,446,394,266,494,196,663,538,203,1003,597,468,573,268,291,383,934,2127,949,331,2,0,0,2
325,2425,6656,741,751,382,551,301,915,937,272,1775,650,941,671,407,406,424,1209,2910,1634,479,45,0,0,45
326,1022,3685,177,183,199,463,43,423,372,184,538,484,377,405,141,99,291,765,1677,747,205,24,0,0,24
327,1603,6172,329,289,192,793,133,678,487,305,877,726,665,394,312,232,534,1260,2624,1392,362,231,0,0,231
328,1189,3977,252,331,202,404,205,476,427,81,726,463,307,197,158,527,385,780,1567,866,379,0,0,0,0
329,1351,5166,258,297,206,590,155,547,324,325,799,552,515,401,279,156,420,1197,1971,1192,386,87,0,0,87
330,1742,5941,308,389,340,705,270,638,615,219,1037,705,510,685,414,133,419,1381,2500,1121,520,16,0,0,16
331,1415,5510,322,265,233,595,237,499,390,289,785,630,549,416,276,174,598,1044,2396,1097,375,1,0,0,1
332,855,4217,82,166,80,527,106,226,262,261,389,466,263,300,172,120,253,1027,1645,950,342,74,0,0,74
333,2604,10044,485,544,411,1164,494,739,749,622,1479,1125,839,736,510,519,547,2215,3706,2855,721,54,0,0,54
334,1587,7336,127,263,285,912,259,374,354,600,687,900,492,571,357,167,403,1808,3259,1255,611,15,0,0,15
335,2823,8923,662,818,374,969,304,1252,931,336,1611,1212,1166,909,420,328,895,2111,3974,1585,358,25,0,0,25
336,1671,5142,345,498,350,478,228,897,475,71,1055,616,147,302,274,948,352,1097,1427,1749,517,319,0,0,319
337,441,1422,76,201,43,121,101,99,210,31,170,271,90,59,56,236,66,293,539,201,323,141,0,0,141
338,805,2365,133,273,131,268,171,246,373,15,435,370,77,140,100,488,182,589,630,680,284,63,0,0,63
339,900,2642,136,331,141,292,253,418,180,49,541,359,66,63,89,682,178,539,455,910,560,0,0,0,0
340,1795,4300,525,587,381,302,270,873,620,32,1204,591,386,240,378,791,400,657,1561,1101,581,41,0,0,41
341,2073,4619,736,709,355,273,346,856,758,113,1492,581,277,534,347,915,535,409,2049,969,657,1,0,0,1
342,1402,4350,237,607,215,343,388,577,361,76,1001,401,204,91,182,925,173,922,824,1384,1047,385,332,0,53
343,772,2121,163,279,92,238,218,290,241,23,491,281,76,101,110,485,87,578,331,725,400,2,0,0,2
344,1036,3417,92,317,149,478,188,423,382,43,567,469,43,168,148,677,195,938,771,974,539,7,0,0,7
345,1728,4569,454,559,219,496,466,637,525,100,1055,673,305,221,227,975,170,1167,1067,1349,816,5,0,0,5
346,1387,3601,366,418,302,301,466,553,321,47,933,454,292,245,245,605,292,697,1024,859,729,6,0,0,6
347,2942,7566,696,1104,504,638,1178,809,811,144,2129,813,287,384,430,1841,189,1383,1235,2501,2258,103,10,0,93
348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,287,765,80,100,24,83,80,119,81,7,195,92,37,35,34,181,33,186,168,224,154,3,0,0,3
350,899,2872,159,321,132,287,249,164,437,49,507,392,36,48,96,719,206,944,570,565,587,292,292,0,0
351,2152,5085,763,776,294,319,383,1023,671,75,1550,602,497,455,379,821,188,837,2026,1270,764,448,448,0,0
352,192,823,78,95,3,16,135,-14,69,2,162,30,114,46,21,11,0,491,331,1,0,448,448,0,0
353,1573,4154,729,600,110,134,361,1021,185,6,1491,82,918,335,154,166,225,223,3569,137,0,1199,1199,0,0
354,548,2344,223,269,10,46,384,-39,196,7,461,87,324,132,60,32,0,1397,944,3,0,1276,1276,0,0
355,1829,5955,902,474,321,132,669,814,346,0,1401,428,375,516,344,594,267,2041,2437,471,739,2483,2466,0,17
356,3814,7890,1700,1259,314,541,1318,1505,859,132,3038,776,1201,649,563,1401,308,1123,2709,1788,1962,79,0,0,79
357,1689,4989,304,528,348,509,310,651,630,98,991,698,128,199,219,1143,230,1050,1577,1397,735,5,0,0,5
358,1769,5493,217,540,319,693,451,611,518,189,926,843,250,148,170,1201,192,1497,1155,1664,985,12,0,0,12
359,1307,3493,311,453,164,379,352,535,360,60,825,482,156,215,119,817,109,828,742,1140,674,0,0,0,0
360,2022,5500,322,828,345,527,442,851,627,102,1269,753,319,415,342,946,283,1211,1657,1556,793,67,0,0,67
361,2455,6559,460,890,518,587,335,1231,796,93,1420,1035,214,331,392,1518,411,1372,1992,1962,822,4,0,0,4
362,2240,5966,455,800,331,654,715,698,716,111,1309,931,367,249,344,1280,176,1325,1585,1450,1430,7,0,0,7
363,998,2453,313,308,170,207,319,403,242,34,670,328,275,111,208,404,63,594,646,654,496,0,0,0,0
364,676,1928,128,221,114,213,213,205,204,54,415,261,88,92,96,400,96,437,430,508,457,1,0,0,1
365,1834,4016,652,637,330,215,260,933,574,67,1344,490,382,501,344,607,235,611,2142,759,269,0,0,0,0
366,2026,5237,536,508,560,422,241,904,719,162,1244,782,338,462,348,878,184,1145,1896,1441,571,9,0,0,9
367,2398,6639,489,834,345,730,695,774,610,319,1580,818,460,373,496,1069,565,1117,1881,1691,1385,0,0,0,0
368,1563,4516,243,609,200,511,360,643,421,139,1070,493,150,128,229,1056,103,994,916,1480,1023,9,0,0,9
369,1775,4773,363,584,294,534,610,691,408,66,1106,669,204,210,363,998,171,1163,804,1458,1177,6,0,0,6
370,1657,4293,422,552,195,488,495,732,390,40,1033,624,229,211,273,944,144,1104,1064,1154,827,0,0,0,0
371,1161,3266,210,332,229,390,265,392,448,56,697,464,143,109,119,790,159,737,721,1037,612,0,0,0,0
372,2695,6982,842,887,419,547,459,1062,896,278,1876,819,650,392,620,1033,479,1381,3051,1392,679,14,0,0,14
373,1224,3384,252,422,229,321,274,448,443,59,726,498,212,235,224,553,253,569,1141,927,494,8,0,0,8
374,1368,3447,353,499,262,254,130,428,642,168,1042,326,278,259,285,546,137,533,1855,750,172,0,0,0,0
375,1709,3510,757,573,193,186,445,805,400,59,1408,301,507,438,320,444,257,350,1528,672,703,17,0,0,17
376,1840,4627,596,579,294,371,358,801,530,151,1393,447,426,289,366,759,271,528,1950,1152,726,15,0,0,15
377,2459,5034,1040,815,303,301,486,1191,588,194,2142,317,496,384,625,954,129,491,2579,1332,503,2,0,0,2
378,1471,3332,515,501,284,171,183,698,489,101,1164,307,181,241,305,744,194,284,1802,814,238,19,0,0,19
379,2299,5462,739,816,388,356,225,1038,839,197,1741,558,571,543,555,630,118,888,3044,1113,299,26,0,0,26
380,2131,5170,740,723,327,341,310,1101,656,64,1528,603,573,438,577,543,362,1115,3061,552,80,0,0,0,0
381,2291,5612,787,561,414,529,415,930,830,116,1563,728,483,327,463,1018,385,935,1762,1802,728,5,0,0,5
382,1125,3015,290,319,189,327,237,338,493,57,677,448,145,207,191,582,179,616,985,862,373,16,0,0,16
383,708,1890,145,219,143,201,189,288,214,17,401,307,116,67,157,368,160,413,387,541,389,0,0,0,0
384,1454,4606,188,399,283,584,311,504,512,127,811,643,141,104,161,1048,190,1163,882,1574,797,2,0,0,2
385,956,2803,111,355,172,318,224,441,256,35,549,407,64,109,130,653,75,709,484,956,579,0,0,0,0
386,1024,2911,145,409,136,334,276,425,283,40,663,361,132,149,193,550,151,636,501,992,631,0,0,0,0
387,1268,3714,79,556,293,340,257,533,424,54,761,507,102,229,141,796,176,791,759,1321,667,9,0,0,9
388,2020,6405,164,698,454,704,428,552,892,148,1096,924,161,268,368,1223,367,1339,1573,1778,1348,8,0,0,8
389,1937,4978,528,588,299,522,602,662,565,108,1267,670,552,200,219,966,358,955,1212,1396,1057,19,0,0,19
390,1431,3121,482,579,167,203,239,570,590,32,1059,372,204,251,322,654,229,340,1547,747,258,1,0,0,1
391,3197,7109,894,1296,702,305,641,1371,1103,82,2269,928,618,688,691,1200,350,945,3314,1578,922,3,0,0,3
392,1942,5096,422,693,455,372,214,1026,554,148,1355,587,329,436,509,668,440,722,2977,692,265,0,0,0,0
393,1681,4423,437,530,358,356,313,691,542,135,1110,571,287,381,365,648,483,534,1931,1034,441,18,0,0,18
394,1351,3981,188,471,295,397,225,511,542,73,833,518,231,250,294,576,183,835,1312,1114,537,89,0,0,89
395,2288,4861,634,1005,454,195,263,1270,667,88,1750,538,230,316,620,1122,404,316,2915,869,357,0,0,0,0
396,3,7,1,2,0,0,0,2,1,0,2,1,1,0,1,1,1,1,2,2,1,0,0,0,0
397,723,1686,247,197,147,132,74,324,294,31,493,230,88,11,116,508,140,234,806,396,110,0,0,0,0
398,1245,3125,361,421,167,296,124,576,492,53,860,385,99,283,333,530,478,369,1596,564,118,0,0,0,0
399,1,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0
400,1975,4565,717,553,401,304,179,1032,595,169,1446,529,306,495,528,646,415,467,2217,1054,412,0,0,0,0
401,367,905,126,118,27,96,136,100,87,44,287,80,107,125,73,62,35,116,321,297,136,0,0,0,0
402,190,735,4,51,29,106,0,106,55,29,51,139,26,78,47,39,92,260,241,138,4,0,0,0,0
403,7,23,1,3,1,2,3,2,2,0,5,2,1,2,2,2,2,3,9,7,2,0,0,0,0
404,601,2111,78,173,128,222,237,154,174,36,439,162,94,228,142,137,139,313,824,631,204,8,0,0,8
405,11,39,1,3,2,5,4,3,3,1,8,3,2,4,3,2,3,6,14,12,4,0,0,0,0
406,69,141,21,30,14,4,6,48,14,1,59,10,6,9,19,35,8,13,88,27,5,0,0,0,0
407,100,216,28,42,22,8,17,42,37,4,73,27,11,8,26,55,21,6,160,25,4,1,0,0,1
408,8,18,2,3,2,1,1,4,3,0,6,2,1,1,2,4,2,1,13,2,0,0,0,0,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,4190,8851,1198,1822,885,285,590,2174,1294,132,3246,944,431,410,1097,2252,740,447,6197,1259,208,18,0,0,18
411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,5914,15137,1622,2287,812,1193,973,2657,2010,274,4349,1565,1114,1062,1642,2096,1182,1888,8835,2560,672,0,0,0,0
413,4064,10433,836,1478,794,956,423,1997,1452,192,2489,1575,383,460,1091,2130,1103,1528,6025,1402,375,10,0,0,10
414,962,4029,139,215,141,467,176,260,327,199,549,413,155,283,238,286,238,896,1234,971,690,237,219,0,18
415,616,2021,115,123,126,252,101,145,276,94,321,295,101,105,138,272,117,315,888,416,285,2,0,0,2
416,2807,8179,747,619,653,788,339,1190,961,317,1788,1019,415,552,615,1225,776,1019,4005,1723,656,8,0,0,8
417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,781,1968,226,238,181,136,89,484,134,74,611,170,225,246,218,92,34,340,479,675,440,3,0,0,3
419,1008,3532,147,254,237,370,216,280,329,183,592,416,192,204,304,308,257,497,1467,900,411,7,0,0,7
420,777,3086,75,203,69,430,100,162,303,212,496,281,112,206,150,309,191,469,1169,883,374,22,0,0,22
421,2747,7170,697,1043,515,492,609,1069,814,255,2239,508,749,631,754,613,454,683,2680,2244,1109,0,0,0,0
422,2558,6086,866,822,471,399,442,1075,873,168,1868,690,527,536,440,1055,558,448,3406,856,818,0,0,0,0
423,1707,5312,354,444,316,593,191,720,548,248,1015,692,442,435,387,443,535,753,2379,1201,444,0,0,0,0
424,2550,8014,474,708,518,850,382,1001,864,303,1465,1085,714,858,388,590,828,1399,3486,1702,599,30,0,0,30
425,1436,3775,287,586,330,233,123,637,511,165,1082,354,274,217,419,526,230,461,2219,647,218,10,0,0,10
426,2078,5166,485,823,456,314,146,1035,786,111,1547,531,331,508,566,673,460,500,2862,1055,289,73,0,0,73
427,184,469,44,67,43,30,12,99,64,9,141,43,29,45,50,60,38,45,273,86,27,6,0,0,6
428,490,1193,97,198,148,47,53,113,284,40,298,192,17,66,174,233,200,7,840,125,21,26,0,0,26
429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,3,14,0,1,0,2,1,1,1,0,2,1,1,1,0,1,1,5,6,2,0,0,0,0,0
431,4,13,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,4,3,2,0,0,0,0
432,138,563,14,42,17,65,31,48,43,16,92,46,53,30,5,50,30,200,256,75,2,16,16,0,1
433,2220,5784,748,625,425,422,441,979,579,221,1568,652,800,630,342,448,362,942,2614,1191,675,7,0,0,7
434,31,62,0,31,0,0,16,-4,17,2,21,10,23,6,2,0,0,18,13,31,0,0,0,0,0
435,1780,3572,772,701,114,193,449,819,456,56,1491,289,544,507,430,299,235,329,1704,867,437,8,0,0,8
436,1548,4291,363,532,271,382,207,630,617,94,1048,500,260,417,424,447,333,630,1703,1078,547,19,0,0,19
437,2094,5991,627,537,293,637,447,836,590,221,1399,695,660,532,549,353,528,1031,2350,1408,674,0,0,0,0
438,1403,4004,325,411,291,376,337,428,399,239,957,446,351,326,257,469,262,707,1407,1027,601,5,0,0,5
439,1109,3095,296,376,179,258,293,389,401,26,769,340,227,259,290,333,184,551,965,762,633,12,0,0,12
440,2545,6915,618,745,626,556,282,1299,654,310,1690,855,439,754,644,708,526,923,3526,1393,547,5,0,0,5
441,2575,6566,638,893,540,504,375,1294,771,135,1765,810,437,536,839,763,653,626,3711,995,581,0,0,0,0
442,1082,3445,156,384,193,349,256,322,378,126,738,344,168,231,247,436,158,606,1127,986,568,1,0,0,1
443,1537,5003,228,475,350,484,282,459,576,220,1020,517,429,302,349,457,338,820,2129,1260,456,5,0,0,5
444,2097,5813,439,842,196,620,602,801,535,159,1424,673,505,416,571,605,319,946,2295,1566,687,10,0,0,10
445,3378,8782,795,1097,703,783,627,1524,1042,185,2201,1177,677,914,750,1037,730,1263,4180,1472,1137,0,0,0,0
446,3173,7748,912,1030,571,660,573,1423,928,249,2145,1028,613,569,671,1320,483,1027,4121,1458,659,0,0,0,0
447,1828,4571,483,623,303,419,360,800,621,47,1243,585,223,315,396,894,328,664,1722,1104,753,0,0,0,0
448,3383,8888,800,1092,645,846,623,1504,1025,231,2240,1143,737,587,1022,1037,1002,1010,4718,1302,856,8,0,0,8
449,2676,7353,624,579,665,808,350,1409,792,125,1394,1282,388,519,730,1039,784,1276,3305,1159,829,4,0,0,4
450,2020,4747,685,676,371,288,335,971,617,97,1469,551,442,331,496,751,349,625,2149,1129,495,3,0,0,3
451,2328,6593,495,640,538,655,433,943,859,93,1400,928,334,438,424,1132,582,1155,2278,1653,925,6,0,0,6
452,1069,3059,164,370,200,335,210,357,433,69,656,413,86,212,159,612,201,627,811,788,632,10,0,0,10
453,2474,7021,659,474,498,843,565,840,954,115,1352,1122,454,310,293,1417,635,1476,2383,1470,1057,11,0,0,11
454,1562,4464,308,529,209,516,420,509,542,91,969,593,151,300,270,841,212,1001,1051,1168,1032,0,0,0,0
455,930,2535,152,337,184,257,219,360,310,41,577,353,114,146,131,539,95,516,543,878,503,4,0,0,4
456,3047,8424,528,1068,677,774,418,1260,1099,270,1734,1313,712,783,611,941,337,1781,3212,2382,712,28,0,0,28
457,1812,5321,186,661,360,605,399,666,712,35,875,937,210,303,323,976,358,1190,1722,1194,857,2,0,0,2
458,1474,4203,225,434,390,425,266,518,631,59,796,678,235,173,324,742,337,824,1524,1025,493,0,0,0,0
459,2710,8055,505,666,633,906,513,961,967,269,1426,1284,372,452,566,1320,560,1722,2567,2242,964,12,0,0,12
460,1158,3078,232,265,403,258,115,585,406,52,626,532,136,182,274,566,284,512,1415,603,264,2,0,0,2
461,1717,4433,407,593,365,352,372,683,480,182,1257,460,314,401,371,631,224,598,1553,1365,693,26,0,0,26
462,1598,4834,302,415,293,588,365,556,594,83,834,764,337,272,352,637,311,1036,1364,1358,765,34,0,0,34
463,1590,4038,315,625,349,301,323,675,492,100,1092,498,208,264,456,662,235,632,1580,924,667,0,0,0,0
464,1768,4606,447,630,299,392,266,713,671,118,1210,558,290,396,551,531,298,685,1822,1192,609,18,0,0,18
465,3035,6827,947,1302,370,416,745,1217,936,137,2401,634,683,661,600,1091,395,812,2626,1900,1094,7,0,0,7
466,1558,4076,447,461,309,341,271,633,540,114,1057,501,228,373,411,546,338,647,1416,1162,513,8,0,0,8
467,2236,5222,592,1086,280,278,304,1101,721,110,1724,512,557,585,370,724,319,607,2400,1353,543,19,0,0,19
468,2255,5850,594,863,287,511,522,771,856,106,1638,617,631,671,351,602,608,723,2320,1498,701,39,0,0,39
469,2420,7411,599,539,342,940,504,980,593,343,1434,986,1028,660,391,341,778,1460,3175,1473,525,0,0,0,0
470,2321,6612,467,794,583,477,358,944,845,174,1576,745,233,658,526,904,333,1052,2694,1725,808,0,0,0,0
471,2384,5489,622,992,451,319,356,974,948,106,1836,548,460,848,510,566,294,625,2174,1679,717,10,0,0,10
472,2056,5036,587,607,396,466,108,1237,532,179,1249,807,396,587,607,466,208,951,2476,1188,213,0,0,0,0
473,2506,6862,713,678,560,555,509,935,754,308,1619,887,779,1035,387,305,640,1229,3001,1329,663,9,0,0,9
474,1595,4270,417,540,247,391,202,707,599,87,1097,498,331,465,277,522,415,687,1619,1161,388,9,0,0,9
475,1643,4556,337,532,349,425,235,736,548,124,1012,631,453,308,298,584,312,802,1604,1310,528,0,0,0,0
476,2506,7026,578,680,463,785,470,937,975,124,1515,991,404,465,598,1039,561,1093,2197,1930,1245,3,0,0,3
477,2073,5818,413,615,335,710,396,807,729,141,1191,882,420,509,332,812,221,1326,1714,1693,864,9,0,0,9
478,2317,6536,343,780,554,640,377,1121,708,111,1285,1032,569,515,627,606,592,1138,3007,1245,554,0,0,0,0
479,2954,9357,526,586,740,1102,396,1437,969,152,1472,1482,477,583,799,1095,618,1963,3173,2687,916,29,0,0,29
480,1100,3215,62,424,267,347,310,311,414,65,614,486,147,90,173,690,71,757,586,1213,588,0,0,0,0
